day_of_week,hour,service_type,queue_length,people_arriving,people_served,active_counters,staff_available,average_service_time,capacity,holiday,current_crowd,waiting_time,future_crowd,crowd_level,year,month,day
3,2,3,1,2,1,1,3,5.574221895427693,2,0,3,3.89,7,0,2025,3,16
3,3,3,0,1,10,5,6,4.589048819311072,11,0,1,0.0,0,0,2025,3,16
3,3,0,0,2,2,3,3,10.146251620725804,3,0,2,0.0,5,0,2025,3,16
3,3,2,0,3,8,5,5,5.355835925294513,9,0,3,0.0,0,0,2025,3,16
3,3,0,0,1,4,5,6,9.112225560301583,5,0,1,2.69,1,0,2025,3,16
3,3,3,0,1,5,3,5,4.862130290404471,6,0,1,0.0,0,0,2025,3,16
3,3,1,0,1,2,4,4,11.80532756156473,3,0,1,2.72,0,0,2025,3,16
3,4,1,0,2,3,5,7,12.446143208191485,4,0,2,0.0,2,0,2025,3,16
3,4,2,0,1,2,2,3,5.921602275310857,3,0,1,2.3,2,0,2025,3,16
3,4,1,1,3,2,3,5,11.525594083334555,3,0,4,1.26,2,0,2025,3,16
3,4,0,2,4,3,3,5,7.89936683394077,4,0,6,5.52,8,0,2025,3,16
3,4,1,2,0,0,2,4,13.402329762567962,1,0,2,14.24,4,0,2025,3,16
3,4,1,4,3,1,3,4,13.556462524549378,2,0,7,20.37,8,0,2025,3,16
3,5,1,5,1,0,1,1,11.149948415460004,1,0,6,57.29,5,0,2025,3,16
3,5,3,2,1,4,3,4,5.325042716407831,6,0,3,3.88,3,0,2025,3,16
3,5,0,3,2,1,2,3,10.029187265180038,2,0,5,15.87,7,0,2025,3,16
3,5,1,4,2,1,3,4,12.128725097201375,2,0,6,15.72,5,0,2025,3,16
3,5,0,3,2,3,4,4,10.090304716086996,4,0,5,5.95,3,0,2025,3,16
3,5,3,1,1,3,3,3,7.498382365646942,4,0,2,3.14,2,0,2025,3,16
3,6,2,2,1,0,1,2,8.299400703429702,1,0,3,17.31,7,0,2025,3,16
3,6,3,2,0,0,1,3,6.756112810258505,1,0,2,10.98,3,0,2025,3,16
3,6,2,0,1,4,3,4,5.24834043420544,6,0,1,0.0,0,0,2025,3,16
3,6,2,0,1,6,5,7,7.029917385378568,7,0,1,0.0,0,0,2025,3,16
3,6,2,0,5,6,4,5,5.875761670036058,7,0,5,0.0,2,0,2025,3,16
3,6,1,0,0,1,3,5,12.028537125872717,2,0,0,3.32,0,0,2025,3,16
3,7,0,0,1,4,4,5,8.383117375887746,5,0,1,2.96,0,0,2025,3,16
3,7,1,4,4,0,1,3,11.711222338842775,1,0,8,45.48,10,0,2025,3,16
3,7,3,0,2,13,5,5,3.0,17,0,2,0.77,0,0,2025,3,16
3,7,1,2,3,1,3,5,13.128362878299956,2,0,5,9.31,9,0,2025,3,16
3,7,3,0,1,5,4,6,5.993093233468295,7,0,1,0.05,0,0,2025,3,16
3,7,2,0,0,1,2,2,8.941403560925,2,1,0,2.58,0,0,2025,3,16
3,8,3,0,1,4,3,3,4.699742491554118,6,0,1,0.5,0,0,2025,3,16
3,8,1,0,1,1,2,3,12.27546118728717,2,0,1,0.0,1,0,2025,3,16
3,8,0,2,2,0,1,1,8.037533063821277,1,0,4,15.69,9,0,2025,3,16
3,8,1,0,1,3,5,5,13.7488036608321,4,0,1,0.0,1,0,2025,3,16
3,8,0,0,3,4,5,5,9.56958563132312,5,0,3,1.87,3,0,2025,3,16
3,8,3,0,2,6,3,4,3.9116965118297418,8,0,2,0.87,0,0,2025,3,16
3,9,1,3,6,3,5,5,10.801444451834282,5,0,9,7.91,15,0,2025,3,16
3,9,1,6,5,2,3,4,10.950405706297596,3,0,11,22.33,13,0,2025,3,16
3,9,2,7,5,4,4,6,7.0697353279283615,6,0,12,9.4,16,1,2025,3,16
3,9,0,9,5,3,4,4,9.295270619630994,4,0,14,23.02,17,1,2025,3,16
3,9,2,8,6,7,4,6,5.248694914498413,8,0,14,13.48,14,0,2025,3,16
3,9,3,8,4,4,3,5,5.438358536018016,6,0,12,16.73,10,0,2025,3,16
3,10,1,10,2,0,2,2,14.487390999158617,1,0,12,75.69,17,1,2025,3,16
3,10,3,18,9,1,1,3,5.870243196545901,2,0,27,105.27,34,1,2025,3,16
3,10,3,20,4,2,2,3,5.882569010951054,3,0,24,54.65,26,1,2025,3,16
3,10,1,22,3,1,2,2,12.832661001498035,2,0,25,139.76,26,1,2025,3,16
3,10,0,27,9,4,5,5,9.474607275450117,5,0,36,50.35,39,2,2025,3,16
3,10,1,29,3,1,2,4,10.969339980242427,2,0,32,159.57,36,2,2025,3,16
3,11,1,32,4,1,3,3,12.632964532324882,2,0,36,136.59,39,2,2025,3,16
3,11,2,31,3,4,5,6,9.550772970951044,5,0,34,60.33,33,1,2025,3,16
3,11,0,29,1,3,5,5,11.340764213161858,4,1,30,66.27,25,1,2025,3,16
3,11,1,31,3,1,2,3,10.884625890482056,2,0,34,165.53,36,2,2025,3,16
3,11,1,33,3,1,3,4,12.38432157386253,2,0,36,141.0,41,2,2025,3,16
3,11,1,42,12,3,5,6,11.230972051523654,4,0,54,92.6,62,2,2025,3,16
3,12,3,47,12,7,4,4,5.2829089142283765,8,0,59,57.75,63,2,2025,3,16
3,12,0,51,7,3,5,6,11.794836624075264,4,0,58,119.23,63,2,2025,3,16
3,12,1,57,6,0,1,1,8.945489293431606,1,0,63,509.97,71,2,2025,3,16
3,12,2,63,8,2,2,4,7.75757919180706,3,0,71,246.69,74,2,2025,3,16
3,12,0,62,2,3,4,4,10.065867682832142,4,0,64,158.04,63,2,2025,3,16
3,12,0,65,4,1,2,2,10.342118554693911,2,0,69,337.29,75,2,2025,3,16
3,13,1,67,2,0,1,1,12.617230858562875,1,0,69,847.1,71,2,2025,3,16
3,13,1,66,0,1,2,2,10.237451421879838,2,0,66,341.83,66,2,2025,3,16
3,13,0,66,2,2,4,6,11.528417326557497,3,0,68,186.99,67,2,2025,3,16
3,13,1,67,1,0,1,3,12.375997388262286,1,0,68,829.07,72,2,2025,3,16
3,13,1,65,0,2,4,6,12.356886718968406,3,1,65,200.79,62,2,2025,3,16
3,13,3,66,2,1,1,1,4.0529134261518935,2,0,68,268.75,72,2,2025,3,16
3,14,3,69,3,0,1,2,7.457946632069298,1,0,72,515.24,74,2,2025,3,16
3,14,0,67,2,4,5,7,10.477617360842965,5,0,69,141.53,65,2,2025,3,16
3,14,1,68,4,3,4,4,10.769563621228698,4,0,72,184.49,75,2,2025,3,16
3,14,1,71,3,0,1,2,13.792410830682789,1,0,74,980.95,79,2,2025,3,16
3,14,1,74,3,0,1,3,10.6895389823206,1,0,77,789.64,77,2,2025,3,16
3,14,1,79,6,1,3,3,13.901430310928554,2,0,85,366.05,89,2,2025,3,16
3,15,2,76,1,4,4,6,7.344457271553454,5,1,77,136.78,76,2,2025,3,16
3,15,2,80,8,4,3,3,5.67753732542548,5,0,88,151.17,95,2,2025,3,16
3,15,1,90,10,0,1,3,11.531442495589486,1,0,100,1035.8,109,2,2025,3,16
3,15,3,90,5,5,3,5,5.035878726460221,6,0,95,149.11,94,2,2025,3,16
3,15,1,96,7,1,2,2,10.121363170150351,2,0,103,484.82,108,2,2025,3,16
3,15,0,97,4,3,4,4,9.276784273092012,4,0,101,226.89,104,2,2025,3,16
3,16,1,99,4,2,4,4,12.748031860484115,3,0,103,314.82,106,2,2025,3,16
3,16,0,104,6,1,2,2,8.602428767704625,2,0,110,445.35,112,2,2025,3,16
3,16,3,105,6,5,2,3,3.5319368171167635,6,0,111,183.75,109,2,2025,3,16
3,16,0,108,6,3,3,4,8.212307633974342,4,0,114,295.42,117,2,2025,3,16
3,16,3,111,8,5,2,4,3.0,7,0,119,161.55,124,2,2025,3,16
3,16,0,117,6,0,1,1,8.748149727844815,1,0,123,1023.83,130,2,2025,3,16
3,17,1,120,4,1,2,2,12.32506311667246,2,0,124,742.04,127,2,2025,3,16
3,17,0,126,8,2,3,3,11.79672988809478,3,0,134,494.84,139,2,2025,3,16
3,17,3,119,2,9,5,7,4.767689736510677,10,0,121,111.74,112,2,2025,3,16
3,17,1,124,7,2,4,4,12.846580206795316,3,0,131,400.12,138,2,2025,3,16
3,17,0,130,7,1,2,2,10.730103032296494,2,0,137,697.03,141,2,2025,3,16
3,17,1,134,7,3,5,7,13.44142927645484,4,0,141,359.51,145,2,2025,3,16
3,18,0,134,1,1,2,3,11.235095047646798,2,0,135,753.65,133,2,2025,3,16
3,18,0,135,1,0,1,3,11.919359676081132,1,0,136,1611.19,138,2,2025,3,16
3,18,1,133,0,2,4,6,13.803278403724008,3,1,133,457.0,128,2,2025,3,16
3,18,1,133,2,2,4,6,13.712230346177591,3,0,135,455.65,135,2,2025,3,16
3,18,1,131,2,4,5,7,10.795618218678454,5,0,133,285.58,132,2,2025,3,16
3,18,1,133,3,1,2,3,10.84286068992354,2,0,136,721.48,141,2,2025,3,16
3,19,1,134,1,0,1,3,9.43522890175167,1,0,135,1265.37,136,2,2025,3,16
3,19,0,134,0,0,1,3,9.222605734345857,1,0,134,1237.33,134,2,2025,3,16
3,19,1,133,1,2,3,3,10.485417609779674,3,0,134,463.88,131,2,2025,3,16
3,19,1,132,1,2,3,3,11.481047421901003,3,0,133,505.8,135,2,2025,3,16
3,19,1,134,2,0,1,2,12.096094037653868,1,0,136,1619.75,141,2,2025,3,16
3,19,3,137,5,2,1,2,3.0,3,0,142,410.82,147,2,2025,3,16
3,20,1,134,0,3,5,6,13.189333055608907,4,0,134,353.72,134,2,2025,3,16
3,20,0,133,1,2,3,3,9.22946698678977,3,0,134,410.49,132,2,2025,3,16
3,20,0,134,2,1,2,3,12.208929793518958,2,0,136,820.47,135,2,2025,3,16
3,20,1,135,2,1,2,2,11.01148432360193,2,0,137,744.44,135,2,2025,3,16
3,20,2,135,4,4,3,4,4.935770908445464,6,0,139,222.9,137,2,2025,3,16
3,20,1,135,1,1,2,3,12.255973390058765,2,0,136,827.73,139,2,2025,3,16
3,21,2,130,1,6,5,7,7.422212408007713,7,0,131,188.98,124,2,2025,3,16
3,21,0,129,0,1,2,2,11.824425347764794,2,0,129,764.65,130,2,2025,3,16
3,21,0,127,1,3,5,7,11.171364050730643,4,0,128,282.58,127,2,2025,3,16
3,21,3,127,2,2,2,2,7.681817419994262,3,0,129,485.26,131,2,2025,3,16
3,21,1,126,1,2,4,6,14.35293132088564,3,0,127,450.71,127,2,2025,3,16
3,21,3,124,1,3,2,4,5.575542706556008,4,0,125,348.85,121,2,2025,3,16
3,22,0,123,0,1,2,2,11.931459978283478,2,0,123,728.67,123,2,2025,3,16
3,22,1,123,1,1,3,4,12.967785470698631,2,0,124,533.68,127,2,2025,3,16
3,22,0,125,3,1,2,3,11.461762716099845,2,0,128,717.81,127,2,2025,3,16
3,22,1,123,1,3,5,6,13.280306517114564,4,0,124,326.48,119,2,2025,3,16
3,22,2,119,2,6,5,7,7.342257745339509,7,0,121,173.44,117,2,2025,3,16
3,22,3,113,1,7,5,7,6.620069033031994,8,0,114,147.63,110,2,2025,3,16
3,23,3,103,1,11,5,7,3.764740106423121,13,0,104,81.15,93,2,2025,3,16
3,23,1,100,0,3,4,5,10.874491863477337,4,0,100,270.56,95,2,2025,3,16
3,23,1,100,0,0,1,2,9.92656959186225,1,0,100,995.51,102,2,2025,3,16
3,23,1,101,3,2,3,3,10.994675012888566,3,0,104,370.53,102,2,2025,3,16
3,23,0,102,3,2,3,5,11.769470147452472,3,0,105,402.29,104,2,2025,3,16
3,23,3,105,4,1,1,2,4.91203876988199,2,0,109,513.48,115,2,2025,3,16
1,0,1,0,3,3,5,6,11.401296810971033,4,0,3,2.44,1,0,2025,3,17
1,0,2,2,4,2,1,1,3.0,3,0,6,7.52,10,0,2025,3,17
1,0,3,0,2,7,5,5,6.033184327175428,8,0,2,0.0,0,0,2025,3,17
1,0,2,1,4,3,3,4,7.412510111337498,4,0,5,1.68,5,0,2025,3,17
1,0,2,0,6,7,5,5,6.119740115074852,8,0,6,0.0,6,0,2025,3,17
1,0,3,0,2,6,4,5,5.722882297407288,7,0,2,2.77,0,0,2025,3,17
1,1,1,0,3,3,5,7,12.71591810418039,4,0,3,0.35,6,0,2025,3,17
1,1,1,3,5,2,4,4,12.495116221194516,3,0,8,8.26,11,0,2025,3,17
1,1,0,3,4,4,4,6,8.886091556999267,5,0,7,5.1,9,0,2025,3,17
1,1,1,6,3,0,1,3,11.073037668809144,1,0,9,67.75,12,0,2025,3,17
1,1,0,10,4,0,1,3,10.323932135586183,1,0,14,104.26,17,1,2025,3,17
1,1,0,12,4,2,2,3,7.868775742821698,3,0,16,44.34,20,1,2025,3,17
1,2,3,14,4,2,1,3,3.0,3,0,18,37.88,20,1,2025,3,17
1,2,2,8,0,6,5,6,6.888325273721153,7,0,8,13.96,4,0,2025,3,17
1,2,0,8,1,1,2,2,12.271442376693273,2,0,9,52.91,9,0,2025,3,17
1,2,1,9,4,3,4,6,10.983739571045785,4,0,13,24.22,11,0,2025,3,17
1,2,2,9,0,0,1,3,7.913355550327676,1,0,9,70.84,10,0,2025,3,17
1,2,0,11,3,1,2,4,11.848483313390592,2,0,14,64.7,19,1,2025,3,17
1,3,1,15,4,0,1,2,11.635953860059477,1,0,19,176.65,24,1,2025,3,17
1,3,1,17,5,3,5,6,12.453727696513962,4,0,22,40.71,22,1,2025,3,17
1,3,1,20,4,1,3,3,14.04767600564955,2,0,24,91.4,28,1,2025,3,17
1,3,3,19,2,3,2,4,4.452601470812816,4,0,21,44.88,20,1,2025,3,17
1,3,2,19,0,0,1,2,7.976376891998657,1,1,19,154.77,19,1,2025,3,17
1,3,3,17,1,3,2,2,5.6411101875901135,4,1,18,49.65,14,0,2025,3,17
1,4,0,18,3,2,3,5,10.558095702606526,3,0,21,64.51,22,1,2025,3,17
1,4,1,22,4,0,1,3,13.192341420168123,1,0,26,287.31,32,1,2025,3,17
1,4,3,20,1,3,2,4,4.657722223676044,4,0,21,48.13,16,1,2025,3,17
1,4,2,18,3,5,5,6,7.51193883085311,7,0,21,29.05,20,1,2025,3,17
1,4,2,20,2,0,1,2,9.209295460790583,1,0,22,184.72,22,1,2025,3,17
1,4,1,20,2,2,5,6,14.668044682448707,3,0,22,61.27,22,1,2025,3,17
1,5,1,23,4,1,2,3,10.202777084973944,2,0,27,119.73,32,1,2025,3,17
1,5,3,26,4,1,1,3,4.225175872226357,2,0,30,108.18,36,2,2025,3,17
1,5,1,28,2,0,1,2,12.061875514621995,1,1,30,338.97,32,1,2025,3,17
1,5,1,28,0,0,1,3,12.56245853956641,1,0,28,349.88,30,1,2025,3,17
1,5,1,25,0,3,5,7,11.916270860618637,4,1,25,61.08,21,1,2025,3,17
1,5,2,28,6,3,3,5,6.75171802757146,4,0,34,63.47,39,2,2025,3,17
1,6,1,25,0,3,5,7,11.910090327055862,4,0,25,59.89,21,1,2025,3,17
1,6,2,24,2,3,3,3,7.3517225113438,4,0,26,59.36,24,1,2025,3,17
1,6,0,23,2,3,5,6,11.883920511261568,4,0,25,55.31,22,1,2025,3,17
1,6,1,30,7,0,1,2,10.36490057234359,1,0,37,311.19,44,2,2025,3,17
1,6,2,27,4,7,4,6,5.200023271773367,8,0,31,33.08,25,1,2025,3,17
1,6,1,25,0,2,5,5,16.048602991503905,3,0,25,81.42,21,1,2025,3,17
1,7,2,25,2,2,1,1,3.838504516873469,3,1,27,97.69,24,1,2025,3,17
1,7,1,24,0,1,3,5,14.25224727548565,2,0,24,116.33,24,1,2025,3,17
1,7,3,22,4,6,5,7,6.442011416501725,8,0,26,28.36,27,1,2025,3,17
1,7,2,20,2,4,3,4,6.623340570906534,5,0,22,43.94,20,1,2025,3,17
1,7,1,18,1,3,5,5,13.5763706554613,4,0,19,50.54,17,1,2025,3,17
1,7,2,24,6,0,1,1,8.508488922521783,1,0,30,206.06,36,2,2025,3,17
1,8,2,25,3,2,1,2,3.843717747555239,3,0,28,95.6,30,1,2025,3,17
1,8,3,25,3,3,3,4,7.203256606993016,4,0,28,59.2,25,1,2025,3,17
1,8,1,27,3,1,3,5,14.707910814205734,2,0,30,134.64,30,1,2025,3,17
1,8,1,27,3,3,5,6,13.20352590980946,4,0,30,71.06,29,1,2025,3,17
1,8,0,30,4,1,2,4,9.302476018446136,2,0,34,139.21,35,1,2025,3,17
1,8,0,29,3,4,5,5,9.838678413888154,5,0,32,60.02,34,1,2025,3,17
1,9,1,34,5,0,2,4,13.523683664717304,1,0,39,231.49,47,2,2025,3,17
1,9,1,37,6,3,4,6,10.183307850270827,4,1,43,93.76,47,2,2025,3,17
1,9,0,46,9,0,1,3,8.429441181417278,1,0,55,387.68,67,2,2025,3,17
1,9,3,46,7,7,3,3,3.221068482922288,9,0,53,49.6,50,2,2025,3,17
1,9,2,50,7,3,3,3,7.57944370911806,4,0,57,126.13,60,2,2025,3,17
1,9,0,57,9,2,3,5,9.246238210909125,3,0,66,180.74,76,2,2025,3,17
1,10,2,56,4,5,4,4,6.805166198217028,6,1,60,96.66,62,2,2025,3,17
1,10,1,61,7,2,4,5,13.402619341512937,3,0,68,204.28,71,2,2025,3,17
1,10,3,64,5,2,2,2,5.953775773447231,3,0,69,188.95,73,2,2025,3,17
1,10,1,73,10,1,3,3,12.76620912535896,2,0,83,312.27,90,2,2025,3,17
1,10,3,76,5,2,2,3,6.488973187622618,3,0,81,245.63,83,2,2025,3,17
1,10,2,80,7,3,4,5,9.480204793647736,4,0,87,189.73,88,2,2025,3,17
1,11,3,86,12,6,4,5,5.339587021267921,7,0,98,111.19,101,2,2025,3,17
1,11,0,96,10,0,1,2,8.546478804173038,1,0,106,817.84,119,2,2025,3,17
1,11,1,106,12,2,3,4,10.5569158613732,3,0,118,373.11,131,2,2025,3,17
1,11,1,108,2,0,1,3,11.63541614439242,1,1,110,1255.46,110,2,2025,3,17
1,11,3,113,10,5,4,6,6.347236898199398,6,0,123,174.88,127,2,2025,3,17
1,11,0,117,5,1,2,4,8.017591089158769,2,0,122,465.98,127,2,2025,3,17
1,12,1,123,9,3,5,6,11.35475906383308,4,0,132,277.18,140,2,2025,3,17
1,12,1,124,3,2,4,4,13.620645869010144,3,0,127,420.86,126,2,2025,3,17
1,12,2,127,5,2,1,2,3.1179533130885924,3,0,132,395.79,134,2,2025,3,17
1,12,1,133,7,1,3,4,13.656241698275242,2,0,140,607.64,148,2,2025,3,17
1,12,1,134,1,0,1,1,11.450000537548744,1,0,135,1533.38,137,2,2025,3,17
1,12,1,144,10,0,1,1,12.203682887825137,1,0,154,1758.67,162,2,2025,3,17
1,13,3,134,2,12,4,6,3.0,13,1,136,98.79,125,2,2025,3,17
1,13,2,134,5,5,5,6,7.851613607583718,6,0,139,214.52,141,2,2025,3,17
1,13,1,140,6,0,1,3,13.908172447578218,1,0,146,1949.56,153,2,2025,3,17
1,13,3,138,4,6,3,5,3.887735451323064,8,0,142,177.11,140,2,2025,3,17
1,13,1,143,6,1,2,3,10.637917051087063,2,0,149,762.24,156,2,2025,3,17
1,13,0,145,3,1,2,3,10.066668801438547,2,0,148,729.09,151,2,2025,3,17
1,14,1,150,5,0,2,3,13.54263259033268,1,0,155,1015.35,163,2,2025,3,17
1,14,0,159,9,0,1,1,10.696660317645703,1,0,168,1698.43,177,2,2025,3,17
1,14,3,156,7,10,4,5,3.755680336584734,11,0,163,147.76,159,2,2025,3,17
1,14,1,166,10,0,1,1,8.119763474370025,1,0,176,1348.66,189,2,2025,3,17
1,14,2,171,7,2,2,4,5.94777109409968,3,0,178,509.63,181,2,2025,3,17
1,14,3,185,18,4,2,3,4.141995076598306,5,0,203,383.87,218,2,2025,3,17
1,15,2,188,9,6,4,4,5.530262031793092,7,0,197,256.27,203,2,2025,3,17
1,15,3,196,9,1,1,1,4.659116319628177,2,0,205,911.97,214,2,2025,3,17
1,15,2,204,9,1,1,3,6.557103167768561,2,0,213,1337.77,220,2,2025,3,17
1,15,1,220,16,0,1,3,10.26056563382246,1,0,236,2259.76,254,2,2025,3,17
1,15,0,229,14,5,5,5,8.457282774315132,6,0,243,387.63,252,2,2025,3,17
1,15,3,232,6,3,3,4,7.015909447305676,4,1,238,541.67,244,2,2025,3,17
1,16,3,242,14,4,4,6,7.971834743294588,5,0,256,483.45,269,2,2025,3,17
1,16,1,247,7,2,4,5,11.603531503990318,3,0,254,717.58,256,2,2025,3,17
1,16,3,248,5,4,3,3,6.395651898929254,5,0,253,529.45,257,2,2025,3,17
1,16,1,264,16,0,1,2,11.88511490131714,1,0,280,3135.68,298,2,2025,3,17
1,16,1,268,7,3,4,6,9.338219352329226,4,0,275,627.83,280,2,2025,3,17
1,16,1,276,10,2,5,7,16.197858616778177,3,0,286,898.03,293,2,2025,3,17
1,17,0,285,9,0,1,2,9.302745075233306,1,0,294,2655.04,306,2,2025,3,17
1,17,0,286,2,1,2,2,9.74904970068348,2,1,288,1391.54,290,2,2025,3,17
1,17,0,293,10,3,4,6,10.79737013947657,4,0,303,790.63,308,2,2025,3,17
1,17,1,291,1,3,5,6,11.591524106350564,4,0,292,675.0,288,2,2025,3,17
1,17,1,295,7,3,5,7,11.588797802690523,4,0,302,685.27,305,2,2025,3,17
1,17,1,301,10,4,5,6,10.51031961279876,5,0,311,633.13,314,2,2025,3,17
1,18,2,301,2,2,2,4,7.36837906397588,3,0,303,1109.36,300,2,2025,3,17
1,18,1,301,2,2,3,3,10.332927778517517,3,0,303,1037.87,300,2,2025,3,17
1,18,3,302,4,3,2,3,4.589341125378542,4,0,306,695.44,304,2,2025,3,17
1,18,0,300,1,3,5,6,11.226649813113436,4,0,301,675.29,299,2,2025,3,17
1,18,1,302,2,0,1,1,9.0660764360688,1,0,304,2737.98,303,2,2025,3,17
1,18,2,303,6,5,5,6,7.186296780481695,7,0,309,432.99,313,2,2025,3,17
1,19,2,305,4,2,2,2,7.804384968939641,3,0,309,1190.11,313,2,2025,3,17
1,19,3,304,2,3,2,3,5.63972182553735,4,0,306,856.78,303,2,2025,3,17
1,19,3,306,5,3,2,2,5.453193691107611,4,0,311,833.84,312,2,2025,3,17
1,19,1,310,5,1,2,2,11.718709112508495,2,0,315,1817.45,319,2,2025,3,17
1,19,0,309,3,4,5,6,9.479118235703671,5,0,312,588.22,312,2,2025,3,17
1,19,1,312,4,1,2,2,11.476985550805514,2,0,316,1789.55,317,2,2025,3,17
1,20,0,311,0,1,2,3,10.96546773686031,2,0,311,1701.91,309,2,2025,3,17
1,20,1,312,5,4,5,5,10.822925358978775,5,0,317,676.91,321,2,2025,3,17
1,20,1,314,4,2,4,4,15.99163954998624,3,0,318,1251.9,321,2,2025,3,17
1,20,3,308,4,10,5,6,4.107958629640173,12,0,312,251.66,306,2,2025,3,17
1,20,0,315,7,0,1,2,12.761317817387358,1,0,322,4020.41,327,2,2025,3,17
1,20,1,314,1,2,3,4,10.643583746487993,3,0,315,1110.62,312,2,2025,3,17
1,21,2,316,5,3,4,4,10.38556846605725,4,0,321,818.4,321,2,2025,3,17
1,21,1,319,3,0,1,1,10.50413417485484,1,0,322,3352.65,324,2,2025,3,17
1,21,1,319,3,3,5,6,12.29504329725916,4,0,322,786.14,319,2,2025,3,17
1,21,2,317,1,3,4,5,8.918636695809395,4,0,318,707.7,316,2,2025,3,17
1,21,2,318,2,1,1,2,5.0292862805599015,2,0,320,1603.12,324,2,2025,3,17
1,21,1,317,3,4,5,5,10.515009248236812,5,0,320,666.22,320,2,2025,3,17
1,22,1,320,3,0,1,2,11.741721177008554,1,0,323,3755.8,326,2,2025,3,17
1,22,0,320,1,1,2,3,10.1312262223374,2,1,321,1620.89,320,2,2025,3,17
1,22,1,324,4,0,2,2,14.287700680223551,1,0,328,2312.38,332,2,2025,3,17
1,22,3,324,6,6,3,3,4.353310659230539,7,0,330,471.9,327,2,2025,3,17
1,22,2,326,2,0,1,1,8.617717756075555,1,0,328,2806.44,330,2,2025,3,17
1,22,3,321,3,8,5,5,4.783075418922762,10,0,324,309.12,319,2,2025,3,17
1,23,3,323,3,1,1,3,4.937346267500745,2,0,326,1596.11,328,2,2025,3,17
1,23,3,326,4,1,1,2,5.510094043908441,2,0,330,1798.52,334,2,2025,3,17
1,23,0,328,3,1,2,3,9.129818387195291,2,0,331,1497.23,334,2,2025,3,17
1,23,0,326,2,4,5,5,8.752949050048084,6,0,328,569.56,329,2,2025,3,17
1,23,1,327,4,3,5,7,10.876395634405004,5,0,331,709.55,335,2,2025,3,17
1,23,1,326,2,3,5,5,12.180530945793503,4,0,328,794.46,330,2,2025,3,17
5,0,1,5,5,0,1,3,13.080387932858322,1,0,10,65.72,13,0,2025,3,18
5,0,0,4,1,2,3,5,11.945834230403172,3,0,5,18.27,4,0,2025,3,18
5,0,3,0,2,9,4,6,3.981512337299906,10,0,2,0.78,0,0,2025,3,18
5,0,2,0,4,4,4,5,8.277989844152298,5,0,4,0.0,3,0,2025,3,18
5,0,1,0,3,3,4,6,11.023830426301004,4,0,3,0.0,6,0,2025,3,18
5,0,2,0,1,2,2,2,6.784261754983842,3,0,1,0.0,2,0,2025,3,18
5,1,3,0,4,5,4,6,5.531192978363642,7,0,4,5.08,0,0,2025,3,18
5,1,0,0,1,3,4,5,10.331213457900487,4,1,1,1.1,1,0,2025,3,18
5,1,1,5,5,0,1,1,11.272907687446905,1,0,10,54.72,13,0,2025,3,18
5,1,3,0,4,11,5,7,3.7958534070064975,13,0,4,0.0,0,0,2025,3,18
5,1,2,0,3,5,5,6,6.674464105685598,7,0,3,0.0,3,0,2025,3,18
5,1,2,0,1,1,1,1,6.3353345244357255,2,0,1,2.16,0,0,2025,3,18
5,2,1,3,4,1,3,3,12.822161380180043,2,0,7,13.58,10,0,2025,3,18
5,2,0,7,4,0,1,1,6.810052457588196,1,0,11,47.74,15,0,2025,3,18
5,2,1,9,4,2,3,5,10.498032535801864,3,0,13,30.08,17,1,2025,3,18
5,2,2,4,1,6,5,5,6.537122802064906,8,0,5,6.71,0,0,2025,3,18
5,2,1,6,3,1,2,3,13.222801185033084,2,0,9,34.35,14,0,2025,3,18
5,2,1,8,2,0,1,1,12.089446177283993,1,0,10,100.94,10,0,2025,3,18
5,3,1,11,4,1,2,3,10.114810810054284,2,0,15,57.03,19,1,2025,3,18
5,3,1,15,4,0,1,3,11.143240660571047,1,0,19,166.3,25,1,2025,3,18
5,3,2,15,4,4,4,5,7.945055501113548,5,0,19,29.58,22,1,2025,3,18
5,3,3,12,4,7,5,7,5.742652323250183,9,0,16,13.81,11,0,2025,3,18
5,3,3,13,5,4,3,4,4.816687496697157,6,0,18,21.5,22,1,2025,3,18
5,3,1,11,1,3,5,5,10.104483600879574,5,0,12,25.85,12,0,2025,3,18
5,4,0,12,4,3,5,5,12.182698262665294,4,0,16,30.47,17,1,2025,3,18
5,4,3,14,7,5,4,4,6.198229085672641,6,0,21,20.99,24,1,2025,3,18
5,4,1,17,3,0,1,1,9.307201172200651,1,0,20,154.79,25,1,2025,3,18
5,4,2,20,4,1,1,1,5.427997816826565,2,0,24,106.92,27,1,2025,3,18
5,4,1,20,1,1,3,5,12.104132832693075,2,0,21,79.82,22,1,2025,3,18
5,4,0,21,4,3,4,4,9.790286087488369,4,0,25,48.24,28,1,2025,3,18
5,5,0,20,1,2,2,4,6.873566427322178,3,0,21,70.59,22,1,2025,3,18
5,5,1,22,4,2,3,5,11.744867496096344,3,0,26,90.3,31,1,2025,3,18
5,5,2,23,3,2,2,4,6.869980292063414,3,1,26,76.91,27,1,2025,3,18
5,5,0,26,4,1,2,3,9.23293604419272,2,0,30,117.17,35,1,2025,3,18
5,5,1,29,5,2,4,6,12.265956455851482,3,0,34,87.31,35,1,2025,3,18
5,5,1,29,0,0,1,3,10.72531523927216,1,0,29,309.85,29,1,2025,3,18
5,6,0,25,2,6,5,7,7.495078920497546,7,0,27,37.7,21,1,2025,3,18
