day_of_week,hour,service_type,queue_length,people_arriving,people_served,active_counters,staff_available,average_service_time,capacity,holiday,current_crowd,future_crowd,year,month,day
3,8,1,0,1,1,2,3,12.27546118728717,2,0,1,1,2025,3,16
4,14,3,237,7,4,2,3,4.404408111652619,5,0,244,250,2025,1,16
6,2,3,0,2,9,5,5,4.614820552864296,11,0,2,0,2025,7,23
2,7,1,1,1,1,2,3,11.276721081872438,2,0,2,3,2025,9,27
0,12,1,195,7,2,4,6,11.67221385562998,3,0,202,204,2025,10,24
1,11,1,133,5,3,5,6,12.092781129339537,4,0,138,140,2025,2,17
6,20,3,400,3,5,4,6,5.714162913261893,7,0,403,398,2025,2,26
6,15,2,161,7,2,3,3,8.802954640258626,3,0,168,174,2025,7,9
3,20,3,101,1,6,4,4,5.229353976058216,8,0,102,99,2025,1,5
1,19,2,305,4,2,2,2,7.804384968939641,3,0,309,313,2025,3,17
1,5,1,27,3,1,2,2,12.457684369164992,2,0,30,30,2025,6,16
3,9,2,15,7,2,2,4,7.02565898443879,3,0,22,27,2025,4,20
5,17,2,316,3,3,3,4,8.087435685442747,4,0,319,322,2025,9,2
4,20,1,324,4,0,1,2,11.438103788570183,1,0,328,334,2025,9,11
2,18,1,72,2,0,1,1,12.860755553207404,1,0,74,74,2025,3,22
3,23,1,69,0,3,4,6,10.61230403776411,4,1,69,68,2025,4,6
5,13,2,209,5,0,1,3,7.984562620765415,1,0,214,218,2025,8,5
1,17,0,337,5,2,2,4,7.066964557866699,3,0,342,346,2025,11,17
3,4,2,0,3,5,4,5,5.475911746407712,7,0,3,0,2025,3,23
2,18,3,80,1,14,5,6,3.2901954617037,15,0,81,66,2025,6,7
3,21,2,99,1,1,2,4,9.37705233023197,2,0,100,103,2025,4,27
3,2,2,3,4,3,4,5,9.129368114429017,4,0,7,11,2025,7,20
2,9,3,8,4,1,1,1,5.330027645833544,2,0,12,14,2025,2,15
0,21,2,316,0,1,2,4,8.247784756508295,2,0,316,314,2025,4,11
4,18,3,333,3,5,3,3,5.388405323996489,6,0,336,332,2025,7,17
2,0,1,0,0,2,3,4,10.930776010377034,3,0,0,0,2025,3,8
5,13,3,237,3,4,3,3,5.592083315581573,5,0,240,239,2025,2,4
6,16,3,231,7,4,4,5,6.242459540692996,6,0,238,238,2025,1,1
2,13,1,74,2,4,5,6,11.021709604806516,5,0,76,76,2025,9,13
2,20,3,83,3,3,3,5,6.967210819481252,4,0,86,84,2025,10,25
0,17,0,279,12,6,5,7,7.124088325412574,7,0,291,299,2025,7,18
2,16,3,94,5,1,2,2,8.25474927706978,2,0,99,104,2025,11,1
6,17,1,313,10,1,2,4,12.39427521368193,2,0,323,333,2025,2,12
0,12,1,230,16,0,2,3,15.005031549758971,1,0,246,259,2025,2,7
6,18,2,359,2,5,5,6,7.32291083089045,7,0,361,355,2025,3,19
3,15,3,90,10,6,4,6,5.115480217530692,8,0,100,106,2025,2,23
4,13,3,212,2,6,4,5,6.028069844885199,7,0,214,209,2025,10,16
5,20,1,321,3,0,1,1,11.25968166905877,1,0,324,326,2025,5,13
0,21,1,307,1,1,2,4,11.324707836886924,2,0,308,308,2025,1,24
2,9,1,1,3,3,4,5,10.630773602299076,4,0,4,5,2025,5,17
4,14,0,181,7,1,2,4,8.830816422206293,2,0,188,191,2025,3,20
1,16,1,353,12,3,5,5,12.016539992052724,4,0,365,372,2025,12,8
5,1,0,10,5,1,2,2,8.707285341655401,2,0,15,18,2025,12,9
6,17,3,312,7,7,5,6,6.590743133155968,8,0,319,320,2025,8,27
1,14,1,221,7,0,1,2,13.08972082521314,1,0,228,236,2025,1,6
5,11,1,192,10,3,5,5,14.186187016409756,4,0,202,207,2025,10,28
2,7,0,11,3,2,3,3,10.254465918710409,3,0,14,15,2025,8,2
1,18,1,404,4,2,3,3,11.682660749591887,3,0,408,412,2025,12,8
1,20,3,273,4,1,1,1,4.269424098097545,2,0,277,280,2025,5,19
3,2,2,0,1,6,4,4,5.044370522227181,8,0,1,0,2025,2,2
4,9,0,98,10,3,3,4,8.046747064525224,4,0,108,118,2025,7,10
2,3,2,0,3,4,3,5,6.041119586565179,5,0,3,3,2025,11,8
0,2,1,3,3,1,2,4,12.726091263147374,2,0,6,8,2025,9,12
3,2,1,0,0,3,4,5,11.299021080530398,4,1,0,0,2025,3,23
2,9,1,14,2,1,2,2,10.91846009098442,2,0,16,17,2025,5,10
6,13,2,183,4,0,1,2,7.669517065987399,1,0,187,188,2025,9,24
5,11,2,130,5,0,1,3,7.694053379599677,1,0,135,143,2025,9,23
2,6,2,0,4,6,5,7,7.411525601645807,7,0,4,0,2025,8,30
5,15,3,296,14,3,2,4,4.952356124404219,4,0,310,319,2025,1,14
3,0,2,3,3,0,1,3,9.468373725311736,1,0,6,8,2025,2,9
5,6,1,55,3,0,2,2,13.58478536512498,1,0,58,58,2025,9,30
3,10,0,27,1,5,5,6,7.513881190166402,7,0,28,22,2025,3,23
5,21,1,341,1,1,3,3,14.036080888736752,2,0,342,344,2025,7,8
2,6,0,0,0,3,5,6,11.918036198785485,4,0,0,0,2025,11,8
0,0,2,0,4,4,4,6,8.429269925295326,5,0,4,6,2025,5,2
4,13,1,205,3,2,4,6,12.389340554205225,3,0,208,210,2025,8,28
1,11,1,106,12,2,3,4,10.5569158613732,3,0,118,131,2025,3,17
2,10,3,35,10,5,3,3,4.823504254403267,6,0,45,53,2025,9,13
6,23,2,405,2,3,3,5,7.075248067176486,4,0,407,407,2025,10,8
0,23,3,314,4,10,4,5,3.408754584764797,12,0,318,309,2025,8,15
6,6,1,42,5,3,5,6,11.820209708213854,4,0,47,46,2025,1,22
4,4,3,20,2,7,4,5,5.133897618112314,8,1,22,18,2025,6,12
5,7,3,19,2,7,4,4,5.036651490793815,8,0,21,16,2025,5,6
3,15,2,57,7,2,2,2,7.139430645184474,3,0,64,70,2025,8,31
5,12,2,170,12,1,1,3,6.468774477529606,2,0,182,195,2025,8,19
3,8,3,0,1,1,1,1,5.96455835443802,2,0,1,1,2025,2,16
4,23,3,444,5,5,3,3,4.805463319970764,6,0,449,446,2025,4,3
0,4,2,17,2,1,1,3,6.393098229049752,2,1,19,23,2025,1,10
1,15,1,208,16,1,2,3,12.176296711012858,2,0,224,238,2025,5,5
1,11,2,157,7,1,2,4,8.999134751963082,2,0,164,169,2025,1,6
4,8,1,60,2,1,2,4,8.93382443329495,2,0,62,61,2025,8,14
1,15,0,243,16,3,3,4,8.081589504322316,4,0,259,274,2025,11,3
4,3,1,11,7,0,1,3,12.48778658290066,1,0,18,24,2025,1,23
5,17,0,295,7,3,4,6,9.063708152670214,4,0,302,309,2025,7,29
4,23,3,347,2,3,2,3,4.834601079399443,4,0,349,351,2025,8,7
0,7,2,60,4,3,4,6,10.137944321558576,4,0,64,67,2025,4,25
1,10,1,134,9,3,4,6,11.084251271500165,4,0,143,149,2025,10,13
6,22,1,297,0,2,3,4,10.195603771810916,3,1,297,292,2025,3,26
4,16,1,312,7,3,4,4,10.766511591856416,4,0,319,322,2025,7,10
6,9,3,87,3,4,3,5,6.578599390131684,5,0,90,86,2025,4,9
4,19,1,339,4,1,3,5,13.122368188201069,2,0,343,348,2025,1,30
1,20,1,275,3,2,4,5,13.922876623127502,3,0,278,282,2025,1,27
0,17,1,272,12,2,4,5,12.49817680603176,3,0,284,292,2025,5,30
6,7,1,35,4,2,4,4,11.754622077135354,3,0,39,42,2025,1,15
4,12,0,208,9,3,3,4,8.410664338688777,4,0,217,221,2025,11,27
3,8,0,0,1,2,3,3,9.465937505841438,3,0,1,0,2025,7,6
5,15,1,268,12,0,2,4,13.698516672423464,1,0,280,293,2025,1,14
0,12,2,214,7,2,2,3,7.237820796366654,3,0,221,226,2025,2,7
4,13,1,205,2,4,5,7,10.87477653644984,5,0,207,207,2025,7,31
0,11,2,202,10,6,5,6,6.222689906420361,8,0,212,213,2025,7,25
0,21,3,362,6,4,3,4,5.802870708283554,5,0,368,369,2025,1,31
2,17,1,82,7,3,4,4,9.097669976755098,4,0,89,95,2025,4,26
6,14,2,195,7,3,2,3,5.439408750939523,4,0,202,204,2025,3,5
4,6,1,56,5,0,2,4,14.954259111057652,1,0,61,68,2025,5,22
1,5,2,20,1,1,2,2,8.84753314238138,2,0,21,19,2025,4,21
6,2,0,44,3,3,5,5,11.388298952411144,4,0,47,49,2025,7,2
4,3,1,18,2,0,1,2,11.875194253106525,1,1,20,25,2025,9,4
3,17,3,129,7,3,2,3,5.003938776550023,4,0,136,139,2025,1,12
0,15,2,282,10,2,3,4,8.837609674693141,3,0,292,303,2025,7,4
1,13,2,179,0,4,4,6,7.060086947388067,6,1,179,172,2025,3,3
4,7,3,56,4,7,4,5,4.777005495172573,8,0,60,57,2025,7,10
4,5,1,32,2,0,1,2,13.80412963941271,1,0,34,34,2025,8,14
4,1,1,10,1,0,1,3,14.364730396187248,1,0,11,15,2025,3,13
3,4,0,4,3,0,1,1,8.310168726056116,1,0,7,12,2025,11,9
6,21,1,309,5,1,3,4,13.174803269478712,2,0,314,315,2025,11,26
3,8,3,5,1,5,5,7,8.000685469343129,6,0,6,5,2025,1,19
2,13,0,54,1,3,5,5,11.394343409015288,4,0,55,52,2025,11,22
2,18,2,70,1,2,2,4,7.671880410445633,3,0,71,73,2025,3,22
2,17,1,105,3,2,4,5,11.998644458988167,3,0,108,112,2025,11,29
6,7,1,39,0,0,1,3,14.471470294484725,1,0,39,40,2025,1,15
0,22,3,418,4,5,2,3,3.0,7,0,422,424,2025,4,25
4,18,2,263,2,4,4,4,7.293362134642775,5,0,265,261,2025,4,24
1,11,0,111,5,3,5,5,12.171339258991535,4,1,116,120,2025,8,4
5,23,0,362,7,1,3,5,12.13948396742994,2,0,369,377,2025,3,4
1,14,0,189,18,1,2,2,9.346102012743684,2,0,207,223,2025,6,9
2,17,2,91,4,1,1,1,4.918199893909295,2,0,95,96,2025,11,22
2,23,1,48,0,2,4,4,12.590755430402194,3,0,48,43,2025,7,5
5,6,3,53,4,3,3,4,5.991354003028533,5,0,57,58,2025,3,11
6,5,1,14,1,3,4,6,11.37097414498898,4,0,15,13,2025,9,24
0,19,1,424,4,2,5,5,16.546733687317648,3,0,428,430,2025,8,29
5,11,2,166,5,3,3,5,7.330347309877363,4,0,171,176,2025,3,4
0,21,0,365,4,0,1,1,10.697725201264577,1,0,369,370,2025,10,10
1,3,1,7,3,1,2,2,11.4900963556341,2,0,10,15,2025,3,31
0,3,3,13,1,5,4,4,5.99444069875217,7,1,14,10,2025,3,28
2,2,2,1,1,0,1,3,7.1018858224344505,1,0,2,0,2025,2,22
1,16,1,257,7,3,5,5,12.0012950007387,4,0,264,266,2025,5,5
2,12,3,59,3,5,3,4,5.337488528773727,6,0,62,61,2025,4,26
3,19,1,78,2,2,4,5,11.73209844190924,3,0,80,80,2025,4,13
1,10,3,85,9,5,4,6,5.420969663133158,7,0,94,96,2025,6,23
3,7,0,0,0,0,1,2,8.233745634080925,1,0,0,3,2025,8,3
1,2,3,20,4,1,1,2,6.623408440223307,2,0,24,28,2025,12,8
4,2,1,24,0,0,1,1,10.227199282189954,1,0,24,21,2025,3,27
4,2,0,10,7,0,1,2,9.843730768507664,1,0,17,24,2025,1,2
5,15,1,295,1,2,4,5,11.568278443118,3,0,296,295,2025,11,4
0,12,2,145,7,5,3,5,5.13787649614371,6,0,152,156,2025,3,14
1,18,3,303,4,7,5,5,5.334150310880226,9,0,307,303,2025,4,7
4,21,3,285,2,3,3,3,7.309070613123224,4,0,287,283,2025,4,10
4,0,2,4,5,1,1,3,6.015798910213738,2,0,9,11,2025,9,4
1,16,1,312,9,2,4,5,13.106495063919516,3,0,321,331,2025,10,13
3,15,2,77,8,3,3,5,6.8805898136606745,4,0,85,90,2025,11,30
5,10,1,86,18,1,2,3,12.15650068319082,2,0,104,124,2025,7,29
5,6,1,7,0,2,4,6,13.042784893039707,3,0,7,2,2025,10,7
1,13,0,142,4,2,3,3,11.39222155511038,3,0,146,151,2025,6,16
4,20,1,324,1,1,2,2,10.743097897020546,2,0,325,324,2025,9,11
5,1,3,0,1,6,3,5,4.26581975512633,7,1,1,0,2025,2,25
2,5,3,5,6,1,1,3,5.123940754452652,2,0,11,15,2025,1,18
3,2,1,2,3,1,2,3,11.345497778268337,2,0,5,9,2025,2,16
6,2,1,37,6,0,1,1,10.996534011438726,1,0,43,47,2025,2,12
3,15,1,43,7,0,1,2,10.716187599241833,1,0,50,57,2025,10,26
6,0,0,4,7,3,5,5,9.959076471520651,5,0,11,18,2025,10,1
0,16,1,271,16,2,4,5,12.628127058375291,3,0,287,301,2025,1,10
2,5,1,2,2,0,1,3,11.877147393060524,1,0,4,5,2025,5,10
5,13,2,191,6,4,4,5,7.452900945064665,5,0,197,201,2025,1,21
6,12,0,128,14,1,2,2,10.287985897172351,2,0,142,154,2025,3,12
5,12,2,158,3,2,3,3,8.94994445796631,3,0,161,162,2025,6,10
5,11,0,179,9,3,4,6,10.0699701764582,4,0,188,197,2025,9,30
1,17,0,356,12,2,3,3,10.339052169587918,3,0,368,377,2025,7,14
2,13,2,59,2,1,1,2,5.937863379937804,2,0,61,63,2025,11,22
0,4,2,26,5,1,2,4,9.823086352171346,2,0,31,37,2025,6,20
3,14,0,61,4,4,5,7,10.509688137754818,5,0,65,63,2025,6,1
1,15,2,267,9,3,3,4,6.641791825969607,5,0,276,285,2025,10,13
4,10,1,115,7,1,2,2,10.748287950454449,2,0,122,129,2025,12,11
6,21,3,308,1,6,3,5,3.555010406674549,8,1,309,302,2025,10,29
1,17,0,322,7,1,2,2,9.74603991281793,2,0,329,338,2025,3,3
0,0,1,0,2,3,4,4,9.893839635882166,4,0,2,0,2025,7,4
1,11,3,126,7,6,4,5,5.636729206289859,7,0,133,131,2025,8,11
5,10,1,148,7,2,4,6,11.597591515880014,3,0,155,161,2025,2,4
0,5,1,31,0,1,2,3,9.8106764386163,2,0,31,28,2025,9,19
5,13,3,209,3,1,1,3,4.944032624577104,2,0,212,214,2025,4,8
3,22,1,94,3,1,2,3,10.696643847234911,2,0,97,101,2025,7,27
4,6,1,54,3,0,2,3,14.67473392338522,1,0,57,60,2025,6,26
3,11,1,41,7,0,1,3,12.81641065839598,1,0,48,54,2025,8,10
2,3,3,0,1,4,2,2,3.711078939090004,5,0,1,0,2025,5,31
4,7,1,37,2,3,5,7,12.698119751714378,4,0,39,40,2025,3,13
3,5,3,10,1,0,1,2,7.809462220329887,1,0,11,10,2025,8,10
5,1,3,0,1,3,2,4,4.973377421584727,4,1,1,0,2025,2,4
1,11,1,113,12,1,2,3,10.927787003007648,2,0,125,135,2025,10,27
5,14,1,210,5,4,5,5,10.071299197630008,5,0,215,217,2025,4,8
0,7,3,6,0,8,4,6,3.5558247829735143,11,0,6,0,2025,1,24
5,18,2,352,5,4,4,6,7.403301100016103,5,0,357,357,2025,7,22
3,18,1,133,2,2,4,6,13.712230346177591,3,0,135,135,2025,3,16
3,6,0,0,2,2,2,3,7.60709264079759,3,0,2,0,2025,1,12
3,7,2,0,1,5,3,5,4.750795499796127,6,0,1,0,2025,8,31
5,2,1,28,6,1,3,3,13.804381051463045,2,0,34,36,2025,12,9
2,16,1,98,4,1,3,4,12.360924466685791,2,0,102,105,2025,9,13
1,18,1,322,3,0,1,1,12.124928527646995,1,0,325,328,2025,6,23
6,22,1,324,2,0,2,2,13.579460142815291,1,0,326,327,2025,6,11
3,19,0,96,2,0,1,1,12.97874014600674,1,0,98,100,2025,8,10
4,21,1,315,4,3,5,7,12.052784723174945,4,0,319,319,2025,9,4
5,13,2,169,4,3,3,3,7.780783027745022,4,0,173,176,2025,3,25
3,7,2,0,2,2,3,3,9.56126749779953,3,0,2,5,2025,4,13
4,23,1,348,4,0,1,3,12.051096821891033,1,0,352,356,2025,7,17
4,4,1,15,1,3,5,5,13.25356319911002,4,0,16,11,2025,10,23
5,6,2,60,7,1,1,1,5.507736407638944,2,0,67,72,2025,9,23
0,12,1,139,12,0,1,3,11.970514647328269,1,0,151,161,2025,3,28
3,0,0,0,2,2,3,4,8.935706742367255,3,0,2,5,2025,9,21
0,6,1,56,2,4,5,6,10.450720152637166,5,0,58,53,2025,11,28
2,3,0,0,1,3,4,4,9.262446825685448,4,0,1,0,2025,3,29
2,17,3,46,4,6,4,5,6.042457948837206,7,0,50,45,2025,7,12
0,11,1,130,12,0,1,1,12.284973810411138,1,0,142,155,2025,7,18
4,6,0,50,4,2,3,3,10.379809765300172,3,0,54,54,2025,11,20
5,9,1,29,9,3,4,4,10.279106357362018,4,0,38,44,2025,8,26
4,19,1,316,7,2,5,6,15.041140109449127,3,0,323,325,2025,8,7
0,20,2,361,5,1,1,3,5.939497313572375,2,0,366,370,2025,12,12
6,22,1,351,2,3,5,5,11.98357134213496,4,0,353,353,2025,10,15
0,16,0,339,9,2,3,4,10.601458223499415,3,0,348,357,2025,2,7
3,3,2,0,1,3,3,5,7.121712645923598,4,0,1,1,2025,6,1
2,12,0,68,7,1,2,4,10.821084561578049,2,0,75,82,2025,6,14
3,13,2,18,0,6,4,6,5.565190002218219,7,0,18,12,2025,10,26
6,0,1,0,4,4,5,5,8.722242299016775,6,0,4,1,2025,11,19
1,20,2,332,3,7,5,5,5.555510529017949,9,0,335,328,2025,7,28
1,12,3,151,7,8,4,4,4.270376304077322,9,1,158,156,2025,2,17
0,6,1,60,2,0,1,2,12.127545759598826,1,0,62,66,2025,9,5
3,0,2,0,2,3,4,5,9.462369793984603,4,0,2,2,2025,5,11
2,18,1,131,1,1,2,2,11.245021944176097,2,0,132,129,2025,9,27
4,4,3,10,4,2,1,3,3.0,3,0,14,15,2025,5,29
5,0,2,1,3,2,2,4,7.379352038158408,3,0,4,2,2025,8,26
3,4,2,1,2,2,3,4,9.097958524205502,3,0,3,3,2025,3,9
2,11,2,35,5,2,2,3,6.828627342252743,3,0,40,46,2025,8,16
1,7,3,30,4,6,3,3,4.502107192559839,7,0,34,33,2025,2,17
1,11,1,127,3,2,4,5,13.84963418865378,3,0,130,133,2025,4,14
5,22,1,359,4,2,2,4,7.921330822977017,3,0,363,367,2025,1,21
2,18,0,123,2,3,5,6,11.52313957269961,4,0,125,121,2025,11,8
6,12,1,135,9,2,3,3,9.913096986101095,3,0,144,148,2025,3,12
6,18,1,369,4,3,4,4,10.878879485263024,4,0,373,377,2025,5,28
0,8,2,31,5,5,3,5,4.463307988306051,7,0,36,37,2025,10,31
1,12,0,142,5,2,3,3,11.597270372954252,3,0,147,149,2025,8,4
4,13,3,202,4,5,2,2,3.280749502552128,6,0,206,205,2025,1,16
5,8,1,83,4,1,2,4,11.19506344391554,2,0,87,93,2025,9,30
6,3,3,7,4,7,4,5,4.755225401796487,8,0,11,10,2025,11,26
4,10,0,123,7,2,3,3,9.34587571640226,3,0,130,134,2025,4,17
0,18,3,407,3,8,5,5,4.775757356863844,10,0,410,402,2025,8,29
2,22,1,86,4,0,1,1,10.214665325362631,1,0,90,97,2025,11,29
6,9,3,72,7,4,3,5,5.805477968899177,5,0,79,79,2025,6,4
5,18,1,369,2,1,2,2,10.673493869424108,2,0,371,371,2025,9,9
5,23,0,387,2,0,1,1,11.432149367998258,1,0,389,392,2025,8,12
4,8,3,17,1,8,3,4,3.0,10,0,18,13,2025,8,21
6,6,2,38,1,3,2,3,5.366368263577766,4,0,39,40,2025,4,9
1,20,3,343,3,5,5,5,7.908615791927847,6,0,346,343,2025,10,27
2,22,0,73,4,4,4,5,8.547062980772461,5,0,77,76,2025,2,1
6,5,3,11,4,6,3,3,4.244162350810569,7,0,15,14,2025,1,8
4,5,1,15,4,2,5,5,14.96665168056592,3,0,19,24,2025,1,30
6,16,0,329,3,3,4,4,8.962736607092953,4,0,332,329,2025,6,25
1,17,1,344,3,0,2,3,13.833306726101847,1,0,347,351,2025,8,25
0,18,0,328,1,1,2,4,10.248794480826335,2,0,329,331,2025,9,12
3,18,2,64,2,4,4,5,8.30156800652459,5,0,66,61,2025,11,16
5,13,3,112,2,1,1,2,5.466504534511838,2,0,114,116,2025,5,6
2,17,3,92,5,7,5,7,6.145185031217311,8,0,97,97,2025,1,25
2,0,3,0,1,4,3,3,5.26247064880612,6,0,1,0,2025,6,21
5,16,1,278,9,2,4,5,11.591240549457508,3,0,287,294,2025,7,8
5,17,1,349,10,3,4,5,9.991513717052348,4,0,359,365,2025,2,4
6,11,1,105,10,0,1,3,11.811036123167248,1,0,115,126,2025,3,12
2,22,2,23,0,3,3,3,6.1694836853585215,5,0,23,22,2025,7,12
1,6,3,16,2,6,4,6,5.37839536648704,7,0,18,11,2025,7,21
1,4,1,23,4,3,5,7,13.20205138620904,4,0,27,31,2025,2,17
0,2,0,25,3,5,5,6,8.34517368452327,6,1,28,24,2025,10,3
5,19,2,265,3,5,4,4,6.972464887057888,6,0,268,263,2025,11,25
1,23,2,328,4,4,3,5,6.419864410461218,5,0,332,330,2025,11,17
1,5,1,25,8,3,5,6,13.32105312381363,4,0,33,41,2025,9,22
3,5,1,4,3,2,4,6,13.876356439408353,3,0,7,11,2025,11,30
1,5,1,22,4,0,1,3,11.376657439119253,1,0,26,28,2025,4,14
3,13,0,75,0,0,1,3,8.976689500116787,1,0,75,78,2025,4,27
2,17,0,119,8,3,4,4,11.216447643763102,4,0,127,132,2025,9,27
2,21,3,74,3,3,2,2,4.480380213706709,4,0,77,76,2025,4,12
6,1,3,3,4,2,2,4,7.756401794089385,3,0,7,6,2025,11,26
3,21,1,101,1,2,3,4,11.624079002059675,3,0,102,98,2025,2,2
1,12,0,214,1,1,2,4,8.471371064350262,2,1,215,215,2025,8,25
2,19,2,88,1,3,3,5,7.062868688435082,4,0,89,86,2025,4,12
2,3,1,1,2,1,2,2,12.7234679508348,2,0,3,3,2025,8,2
6,8,0,57,2,2,4,4,12.378838276249295,3,0,59,58,2025,10,29
1,4,0,54,6,4,4,4,8.737109898590894,5,0,60,61,2025,6,2
0,13,0,193,5,5,5,6,8.1892283082668,6,0,198,196,2025,5,2
0,7,1,52,4,4,5,5,10.323351666459072,5,0,56,58,2025,8,29
6,18,0,325,4,3,4,5,9.475612944253855,4,0,329,331,2025,3,5
1,12,1,184,12,0,1,3,12.063435230750056,1,0,196,210,2025,8,25
1,12,0,197,5,0,1,2,9.455496989627498,1,0,202,210,2025,5,26
5,5,1,30,6,0,1,3,12.443509228798847,1,0,36,45,2025,4,15
6,15,3,251,7,6,3,3,3.564879393555579,8,0,258,261,2025,8,27
3,1,3,0,2,9,5,7,4.961708324172666,10,0,2,0,2025,10,12
3,8,1,0,1,3,4,4,10.76041329521387,4,1,1,0,2025,5,18
4,5,1,45,3,1,2,3,10.928483045149603,2,0,48,48,2025,10,16
0,20,1,326,2,2,4,5,11.848945389317567,3,0,328,325,2025,9,26
0,23,0,315,6,5,5,5,7.212440302052944,7,0,321,322,2025,11,21
6,20,3,325,1,1,1,3,5.859981137343175,2,0,326,323,2025,7,23
3,11,2,46,1,6,4,6,5.849154787670698,7,0,47,40,2025,6,15
5,17,3,399,5,7,3,4,3.572986645138045,8,0,404,402,2025,9,30
3,20,1,86,2,2,4,6,11.447539990063175,3,0,88,89,2025,3,23
5,11,3,87,14,4,2,3,4.4259707244921,5,0,101,113,2025,10,21
5,16,3,278,7,2,2,3,5.71501986003008,3,0,285,290,2025,2,18
0,16,3,368,18,1,1,3,5.466292565252978,2,0,386,403,2025,8,29
0,14,3,129,9,6,4,4,5.672496946520317,7,1,138,142,2025,10,3
2,12,1,39,4,1,3,4,12.067668552750089,2,0,43,47,2025,11,1
2,21,3,94,1,1,1,3,5.977929991580201,2,0,95,97,2025,10,11
0,11,0,130,7,1,2,3,8.47999997432027,2,0,137,146,2025,9,26
0,18,3,412,2,1,1,2,6.344261798576824,2,1,414,415,2025,8,29
3,1,1,2,1,1,2,3,12.315365887792794,2,0,3,5,2025,2,2
5,4,0,24,3,2,2,2,7.197222232352622,3,0,27,25,2025,4,15
5,15,1,218,12,3,4,6,9.919252352750709,4,0,230,241,2025,2,25
6,12,1,174,12,1,2,3,10.54568248027859,2,0,186,196,2025,7,2
5,6,2,18,2,4,5,6,7.713503133869331,6,0,20,15,2025,1,7
4,2,1,13,2,1,3,3,13.471188839028787,2,0,15,16,2025,7,31
3,21,1,48,1,3,5,7,12.194556597242109,4,0,49,46,2025,11,16
6,1,1,8,4,1,2,3,12.630237094801798,2,0,12,14,2025,5,14
0,20,1,449,3,0,1,1,14.034648516272446,1,0,452,457,2025,9,19
0,13,2,187,0,8,5,6,5.215354606092818,10,1,187,178,2025,12,12
1,8,1,25,1,1,3,5,12.364836160830672,2,0,26,27,2025,11,10
4,16,3,257,12,2,1,3,3.659869701795009,3,0,269,282,2025,11,13
3,10,1,19,4,2,3,3,11.620391316084676,3,0,23,28,2025,5,25
6,22,3,365,3,2,1,3,3.0,3,0,368,372,2025,1,29
3,8,0,0,0,2,3,3,9.44179479365407,3,0,0,0,2025,10,12
4,12,1,131,10,1,2,4,11.912595826165289,2,0,141,153,2025,9,11
4,18,0,287,0,1,2,3,10.43794092197914,2,0,287,287,2025,11,13
3,7,1,4,3,0,1,1,12.911069740145663,1,0,7,10,2025,9,14
0,2,1,11,4,1,2,3,10.28213894466074,2,0,15,19,2025,6,27
5,12,1,152,10,2,4,4,12.348922132850117,3,0,162,172,2025,2,25
1,9,1,114,12,3,5,7,13.020760373736458,4,0,126,133,2025,8,25
0,1,0,8,3,1,2,2,11.79013991413604,2,0,11,10,2025,1,24
0,18,0,375,2,3,3,5,7.827616225009918,4,0,377,379,2025,7,4
3,4,1,3,1,1,2,4,9.629029027516872,2,0,4,7,2025,7,13
5,8,2,76,5,2,3,4,9.0817242983212,3,0,81,81,2025,10,28
1,18,3,319,2,15,5,5,3.0,17,0,321,311,2025,11,3
6,5,0,46,3,2,3,3,9.342479801063789,3,0,49,49,2025,11,12
3,23,2,32,3,5,3,5,4.265721504912122,7,0,35,33,2025,1,26
4,3,3,4,5,9,5,5,5.154833927928379,10,0,9,5,2025,7,31
4,10,1,125,10,4,5,6,9.497904097011258,5,0,135,141,2025,8,28
5,1,0,1,1,5,4,4,6.402532077782696,6,1,2,1,2025,7,1
3,18,3,116,3,5,2,4,3.0,7,0,119,116,2025,8,17
4,17,2,282,19,0,1,3,7.524147618840615,1,0,301,323,2025,1,2
6,16,1,334,3,1,2,4,10.878283705386892,2,0,337,337,2025,3,19
6,21,3,430,4,7,3,3,3.220699492709398,9,0,434,432,2025,6,25
0,15,2,318,10,1,1,1,5.034057248073275,2,0,328,337,2025,2,7
5,11,1,150,16,2,3,4,10.437952891972124,3,0,166,178,2025,3,11
2,9,2,13,4,0,1,3,8.751523949312105,1,0,17,24,2025,6,28
3,5,1,4,2,3,5,6,12.97961401516018,4,0,6,7,2025,8,17
0,8,1,62,4,3,5,5,13.042287160422038,4,0,66,65,2025,11,28
6,2,1,13,1,0,2,4,13.87291043180928,1,0,14,18,2025,10,15
5,4,1,27,3,2,4,5,13.369380387611564,3,0,30,29,2025,7,8
6,6,3,22,4,9,5,6,3.847199813799096,13,0,26,18,2025,11,26
5,16,1,289,1,1,3,5,14.581956774249337,2,0,290,292,2025,7,15
6,1,1,20,5,1,3,5,14.32236992263963,2,0,25,27,2025,3,5
2,13,2,29,0,1,2,3,8.471869460052613,2,0,29,28,2025,7,5
0,23,1,265,3,3,5,7,13.304613892787785,4,0,268,270,2025,10,3
3,22,3,84,0,8,4,5,4.424182846212301,9,0,84,77,2025,1,12
1,7,0,1,2,1,2,2,10.230795158949157,2,0,3,7,2025,11,24
0,14,1,237,7,1,3,3,12.26535890723596,2,0,244,249,2025,2,21
1,6,1,28,1,1,2,2,12.067586440515486,2,0,29,32,2025,7,7
5,11,1,155,7,1,3,4,13.81412907993676,2,0,162,168,2025,8,5
